Student ID,Student Last Name,Student First Name,Student Grade,School,Completion Date,Norming Window,Most Recent Diagnostic YTD (Y/N),Overall Relative Placement,Percent Progress to Annual Typical Growth (%)
1000064,Johnson,Olivia,3,Eagle View Elementary,2025-11-21,Winter (November 16 - March 1),N,1 Grade Level Below,186
1000064,Johnson,Olivia,3,Eagle View Elementary,2026-03-18,Spring (March 2 - End of Year),Y,1 Grade Level Below,41
1000065,Williams,Aiden,1,South High,2025-10-30,Fall (Beginning of Year - November 15),N,Early On Grade Level,158
1000065,Williams,Aiden,1,South High,2026-02-04,Winter (November 16 - March 1),N,Early On Grade Level,70
1000065,Williams,Aiden,1,South High,2026-03-29,Spring (March 2 - End of Year),Y,Early On Grade Level,107
1000066,Ramirez,Jackson,4,Heritage Middle,2025-10-17,Fall (Beginning of Year - November 15),N,1 Grade Level Below,80
1000066,Ramirez,Jackson,4,Heritage Middle,2025-12-27,Winter (November 16 - March 1),N,1 Grade Level Below,128
1000066,Ramirez,Jackson,4,Heritage Middle,2026-04-17,Spring (March 2 - End of Year),Y,1 Grade Level Below,128
1000067,Thompson,Olivia,12,Aspen Elementary,2025-10-21,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,199
1000067,Thompson,Olivia,12,Aspen Elementary,2026-02-23,Winter (November 16 - March 1),N,Mid or Above Grade Level,125
1000067,Thompson,Olivia,12,Aspen Elementary,2026-03-23,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,5
1000068,Wilson,Jackson,3,North High,2025-10-24,Fall (Beginning of Year - November 15),N,1 Grade Level Below,0
1000068,Wilson,Jackson,3,North High,2026-01-16,Winter (November 16 - March 1),N,1 Grade Level Below,0
1000068,Wilson,Jackson,3,North High,2026-04-18,Spring (March 2 - End of Year),Y,1 Grade Level Below,33
1000069,Thomas,Elijah,8,Canyon Ridge Elementary,2025-10-04,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,91
1000069,Thomas,Elijah,8,Canyon Ridge Elementary,2026-01-18,Winter (November 16 - March 1),N,2 Grade Levels Below,0
1000069,Thomas,Elijah,8,Canyon Ridge Elementary,2026-03-05,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,111
1000070,Wilson,Lucas,2,Central High,2025-08-10,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,150
1000070,Wilson,Lucas,2,Central High,2026-02-05,Winter (November 16 - March 1),N,2 Grade Levels Below,0
1000070,Wilson,Lucas,2,Central High,2026-03-22,Spring (March 2 - End of Year),Y,2 Grade Levels Below,33
1000071,Hernandez,Ethan,3,Central High,2025-08-18,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,35
1000071,Hernandez,Ethan,3,Central High,2026-02-12,Winter (November 16 - March 1),N,Mid or Above Grade Level,82
1000071,Hernandez,Ethan,3,Central High,2026-03-24,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,65
1000072,Garcia,Olivia,12,East High,2025-11-09,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,160
1000072,Garcia,Olivia,12,East High,2026-01-18,Winter (November 16 - March 1),N,Early On Grade Level,271
1000072,Garcia,Olivia,12,East High,2026-03-14,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,118
1000073,Rodriguez,Jack,3,Foothills Elementary,2025-08-14,Fall (Beginning of Year - November 15),N,1 Grade Level Below,145
1000073,Rodriguez,Jack,3,Foothills Elementary,2025-12-03,Winter (November 16 - March 1),N,1 Grade Level Below,120
1000073,Rodriguez,Jack,3,Foothills Elementary,2026-05-04,Spring (March 2 - End of Year),Y,1 Grade Level Below,92
1000074,Brown,Harper,7,Canyon Ridge Elementary,2025-11-02,Fall (Beginning of Year - November 15),N,1 Grade Level Below,0
1000074,Brown,Harper,7,Canyon Ridge Elementary,2025-12-04,Winter (November 16 - March 1),N,1 Grade Level Below,183
1000074,Brown,Harper,7,Canyon Ridge Elementary,2026-04-02,Spring (March 2 - End of Year),Y,2 Grade Levels Below,47
1000075,Rodriguez,Nora,12,Horizon Middle,2025-09-26,Fall (Beginning of Year - November 15),N,Early On Grade Level,270
1000075,Rodriguez,Nora,12,Horizon Middle,2026-05-06,Spring (March 2 - End of Year),Y,1 Grade Level Below,0
1000076,Thompson,Noah,11,Heritage Middle,2026-05-07,Spring (March 2 - End of Year),Y,Early On Grade Level,45
1000077,Hernandez,Nora,7,Foothills Elementary,2025-08-19,Fall (Beginning of Year - November 15),N,Early On Grade Level,24
1000077,Hernandez,Nora,7,Foothills Elementary,2025-11-23,Winter (November 16 - March 1),N,1 Grade Level Below,115
1000077,Hernandez,Nora,7,Foothills Elementary,2026-05-08,Spring (March 2 - End of Year),Y,1 Grade Level Below,68
1000078,White,Evelyn,10,Foothills Elementary,2025-08-29,Fall (Beginning of Year - November 15),N,Mid or Above Grade Level,177
1000078,White,Evelyn,10,Foothills Elementary,2025-12-06,Winter (November 16 - March 1),N,Mid or Above Grade Level,182
1000078,White,Evelyn,10,Foothills Elementary,2026-04-09,Spring (March 2 - End of Year),N,Mid or Above Grade Level,114
1000078,White,Evelyn,10,Foothills Elementary,2026-03-13,Spring (March 2 - End of Year),Y,Mid or Above Grade Level,76
1000079,Wilson,Ava,10,North High,2025-11-03,Fall (Beginning of Year - November 15),N,2 Grade Levels Below,245
1000079,Wilson,Ava,10,North High,2026-01-23,Winter (November 16 - March 1),N,2 Grade Levels Below,272
1000079,Wilson,Ava,10,North High,2026-05-09,Spring (March 2 - End of Year),Y,2 Grade Levels Below,88
1000080,Robinson,Nora,9,Horizon Middle,2025-08-21,Fall (Beginning of Year - November 15),N,1 Grade Level Below,0
1000080,Robinson,Nora,9,Horizon Middle,2025-12-17,Winter (November 16 - March 1),Y,1 Grade Level Below,46
1000081,Robinson,Leo,8,Heritage Middle,2025-10-19,Fall (Beginning of Year - November 15),N,Early On Grade Level,116
1000081,Robinson,Leo,8,Heritage Middle,2026-02-16,Winter (November 16 - March 1),N,Early On Grade Level,18
1000081,Robinson,Leo,8,Heritage Middle,2026-04-25,Spring (March 2 - End of Year),Y,Early On Grade Level,84
1000082,White,Elijah,1,Heritage Middle,2025-10-23,Fall (Beginning of Year - November 15),N,3 or More Grade Levels Below,160
1000082,White,Elijah,1,Heritage Middle,2026-04-26,Spring (March 2 - End of Year),Y,3 or More Grade Levels Below,70
